vvweight_post,person_of_color,college,female,medicare_expand,vote_wait,votereg_problem
.51369711,0,0,1,1,0,0
1.1804977,0,0,1,0,15,0
.00012048,1,1,0,0,45,0
.35516562,0,1,1,1,,0
.93077888,0,1,1,1,,0
.40862859,0,1,0,1,,0
1.1523955,0,1,0,0,15,0
.46631213,1,0,1,1,0,0
.40445847,1,1,1,1,,0
.53628144,0,1,0,1,45,0
.91891969,0,0,1,0,,0
2.8852158,1,1,1,1,,0
1.1009845,1,1,0,1,,0
.40147171,0,1,1,1,,0
.70973675,0,1,0,1,,0
.55627613,0,0,1,1,,0
.64745982,1,1,0,1,5,0
.36527242,1,1,1,1,,0
.29169446,0,0,1,1,90,0
.42337635,0,1,1,1,5,0
.55650638,0,1,1,0,,0
.46803227,1,1,0,1,,0
.6834472,0,1,1,1,,0
.99118762,0,1,1,1,,0
13.218622,0,1,1,1,,0
.60501829,0,1,0,1,0,0
.98929102,0,1,1,1,,0
1.4584601,1,1,0,1,,0
.40674522,0,0,0,1,,0
.6755925,1,1,1,0,15,0
.71941588,0,1,1,0,0,0
.6956794,0,1,0,1,,0
.33722868,0,1,0,0,,0
.61136807,0,1,1,1,,0
.40115065,0,0,1,1,0,0
.84526855,1,0,1,1,,0
.35610259,0,1,0,0,,0
1.0191687,0,1,0,1,,0
.80772987,0,1,0,1,,0
1.1129129,0,0,0,1,15,0
1.1558443,0,0,0,1,15,0
.32793156,0,1,1,1,,0
.61056633,0,0,1,1,0,0
.18527339,0,1,1,1,,0
.207975,1,1,0,1,,0
4.7478751,1,0,0,1,,0
.39269157,0,1,0,1,15,0
.35882394,0,0,1,1,,0
1.763481,1,0,1,1,,0
.63768734,0,0,1,1,,0
1.2005841,0,1,0,0,15,0
.43509926,0,0,1,1,,0
.5431418,0,0,1,1,,0
.50631759,0,1,0,1,,0
.9883287,0,0,0,0,,0
.30925049,0,0,1,1,,0
1.3229467,0,1,1,1,,0
3.6362273,0,0,0,1,,0
.22302277,1,1,1,1,,0
1.7546967,0,0,1,0,,0
2.4842033,1,1,0,1,,0
.97907338,0,1,1,1,,0
.47818477,0,1,1,1,,0
.48379094,0,0,1,1,,0
.11103632,1,1,1,0,,0
1.1594932,0,1,1,1,,0
.71941588,0,1,1,1,15,0
.00010016,1,1,0,1,,0
.61595153,0,0,1,1,,0
.73863108,1,0,1,0,0,0
.88960417,0,0,1,0,15,0
1.4438151,1,1,1,1,,
1.9488937,1,1,1,1,90,0
.7293986,0,1,1,1,,0
.73454219,1,1,0,1,,0
.45664051,1,0,0,1,,0
.33216649,0,0,1,1,45,0
.53528858,0,1,1,1,,0
.96007259,0,1,0,0,15,0
.36893129,0,0,1,1,,0
.70973675,0,1,0,1,,0
.4040855,0,1,1,1,,0
.41429642,1,1,0,1,,0
1.3509323,0,1,0,1,,0
.38111406,0,0,1,1,,0
.31368062,0,0,1,1,45,0
.85976125,1,0,0,0,5,0
.64638544,0,0,1,1,,0
.31185551,0,0,1,1,,0
.3994057,1,1,1,1,,0
.35240845,1,1,1,0,,0
.61595153,0,0,1,1,,0
1.0382221,0,0,0,1,,0
.43509926,0,0,1,1,,0
3.8264607,0,0,0,1,,0
1.8918365,1,1,1,1,,0
4.9673932,1,0,0,1,45,0
.6650994,0,0,1,0,,0
.44403192,0,1,0,1,,0
.19327683,1,0,1,1,,0
.32139691,1,1,1,1,0,0
.86079455,0,1,0,1,,0
1.0511096,0,1,1,0,,0
1.0656491,0,1,1,1,45,0
.23411626,1,0,1,1,,0
.73880387,1,1,1,1,15,0
.45338273,0,1,0,1,,0
1.5976902,1,1,0,1,,0
.91636165,1,0,1,1,15,0
.19910504,1,0,0,1,,0
.73294489,0,1,1,0,,0
.2017627,0,1,1,1,,0
.44019642,0,0,1,1,,0
.60720509,0,0,1,1,,0
.52629054,0,1,0,1,,0
1.0656491,0,1,1,1,5,0
1.149581,0,0,1,0,5,0
.67125198,1,1,1,1,,0
1.0993708,0,1,1,1,,0
.74704572,1,1,1,1,15,0
.59560114,0,0,1,1,,0
.65441221,0,1,1,1,,0
1.1823968,0,0,1,1,0,0
2.0581149,0,0,0,1,,0
1.9794419,1,1,1,1,,0
.69022121,0,1,1,1,,0
1.7903265,1,0,0,1,,0
1.0920103,0,0,0,0,5,0
.84042429,0,1,1,1,,0
.59517726,0,0,1,1,,0
.6379418,0,1,1,1,,0
.43633716,0,1,0,1,,0
.57327002,0,1,1,0,,0
1.7193223,0,0,0,0,,0
2.0654251,0,1,1,1,,0
1.0497642,0,0,0,0,,0
1.9799269,1,1,0,1,,0
.37830689,0,1,0,0,,0
1.5514614,1,1,1,1,,0
1.3800975,0,1,1,1,,0
.27937688,1,0,0,1,,0
1.9609336,1,0,1,0,,0
.2504797,1,0,1,1,0,0
.72329675,0,0,1,1,,0
.82746039,1,0,0,1,,0
.0673888,1,0,0,0,,0
1.2409978,1,0,1,1,,0
.64324824,1,1,1,1,,0
1.0330775,0,0,1,1,,0
.5934879,0,0,1,0,,0
1.6888353,0,1,0,1,,0
.49118891,1,1,1,1,,0
1.9751963,0,1,0,0,45,0
.72975456,0,0,1,1,,0
.90306389,0,1,0,0,,0
1.8175966,1,0,1,1,,0
3.3788475,1,0,1,1,5,0
.55627613,0,0,1,0,,0
.64380451,0,0,1,1,,0
.55627613,0,0,1,1,,0
.60880842,1,1,0,1,,1
.72419363,1,0,0,0,90,0
.74191358,1,1,1,1,,0
1.0288373,0,1,0,1,,0
.40137085,1,1,1,1,,0
.83113632,0,0,0,0,,0
1.2402044,1,1,1,1,,0
.49451305,0,0,1,1,,0
1.7356381,1,1,1,1,5,0
.88537304,0,0,0,1,,0
7.4973035,1,1,0,1,,0
1.70092,1,1,0,1,,0
.58730304,1,1,0,1,,0
.35169711,0,0,0,1,,0
1.6491049,1,1,0,1,,0
1.1404425,0,0,1,1,,0
.99380803,0,1,0,1,45,0
4.2504932,0,1,0,0,,0
1.0060208,1,1,0,1,,0
1.910061,0,0,0,1,,0
2.7354902,1,0,0,1,45,0
.9875138,1,1,1,0,,0
1.1809837,0,1,1,1,,0
5.2033023,0,0,0,0,,0
.93690728,1,1,0,1,0,0
1.8615743,0,0,0,0,,0
.72354762,0,1,1,1,,0
5.4132054,0,0,0,1,,0
.91372771,0,1,0,1,,0
.95634766,0,1,0,0,,0
3.2757827,0,1,0,1,,0
.56689742,0,1,1,1,,0
.70077425,1,1,0,1,,0
7.2439996,1,1,0,1,,0
.97907338,0,1,1,1,,0
2.7041285,0,1,1,0,,0
.95055169,0,0,0,0,,0
1.3012969,1,0,1,1,,0
1.8275341,1,0,1,1,,0
.75902451,0,1,0,1,,0
.65441221,0,1,1,1,,0
1.3926641,1,1,1,1,,0
1.2580172,0,0,0,1,,0
.70491772,0,0,1,1,5,0
.3972267,0,0,1,0,,0
1.0049049,0,1,0,1,,0
.46179152,1,1,1,1,,0
.56243963,0,0,0,0,5,0
2.3211189,1,0,1,0,5,0
.6057422,1,1,1,0,,0
.69458141,0,1,0,1,,0
1.1326401,0,0,0,0,,0
2.676607,0,0,1,0,,0
1.5246293,0,0,1,0,,0
.83699015,0,1,0,1,,0
.81651862,0,0,1,0,5,0
.75621919,0,1,0,1,,0
.86079455,0,1,0,1,,0
2.3409902,0,0,1,0,0,0
1.0988854,0,1,1,1,,0
.92707349,0,0,1,1,,
1.1053664,0,1,1,1,,0
1.0772787,0,1,1,1,,0
2.7808636,1,1,0,0,0,0
.31840662,0,1,0,1,,0
.42293161,0,0,1,1,,0
.60701495,0,1,1,1,,0
1.1053664,0,1,1,1,,0
1.2875382,1,1,1,0,,0
.5214851,0,0,1,0,,0
.71861577,0,1,0,1,,0
1.7819666,1,1,1,1,,0
.54600548,0,1,1,1,45,0
.59065576,0,1,1,1,,0
1.2449396,1,1,0,1,90,0
1.1319788,1,0,1,1,,0
.57327002,0,1,1,1,,0
2.0836855,0,0,0,0,,0
.66234113,0,0,0,0,,0
.37134813,1,1,1,1,,0
2.538854,1,1,1,1,45,0
1.4311124,0,1,1,1,,0
.65226129,0,1,0,1,,0
.84932365,1,1,0,1,,0
1.0928616,1,0,0,1,,0
.37482527,1,0,1,1,,0
.58312676,1,1,0,1,,1
.62633247,1,1,1,1,45,0
.00013706,1,1,1,0,,0
1.7015827,1,1,1,1,,0
.39342167,0,1,0,1,,0
1.046527,0,1,1,0,,0
.46176595,0,1,0,1,,0
.9632392,0,1,0,0,,0
.26126823,0,0,1,1,,0
1.2261262,0,1,0,0,,0
.51504739,0,1,1,1,,0
.69424921,0,0,0,0,,0
.87503037,0,1,1,1,,0
.58756417,0,0,0,1,,0
.62804909,0,1,0,0,,0
.58918667,0,1,0,0,,0
.60311637,0,1,0,1,,0
.41384514,0,1,0,1,5,0
.46673155,0,0,0,1,45,0
1.8808937,0,1,0,0,,0
.41188284,0,1,1,0,5,0
.63895015,0,1,1,1,,0
.47684673,0,1,1,1,,0
.46653214,0,1,1,1,,0
1.5464999,0,1,1,1,,0
1.1368446,0,1,1,0,,0
.77622856,0,0,1,0,,0
.38906808,0,1,1,0,,0
.22412427,0,1,1,1,,0
.75523709,0,1,1,0,,0
.38111406,0,0,1,1,,0
.83513766,0,1,1,1,0,0
.41524035,0,1,0,1,,0
1.5772804,0,0,1,0,,0
.21979953,0,1,0,1,15,0
.49360444,0,1,0,1,,0
.65674014,0,1,0,0,,0
.27785973,1,1,1,1,,0
1.4065007,0,0,1,0,15,0
1.5181028,0,1,0,1,,0
.86680349,0,0,1,0,,0
.83425468,0,0,0,0,,0
.55859438,0,1,0,0,,0
1.1697391,0,1,0,1,,0
.63024647,0,0,1,1,,0
.60501829,0,1,0,1,,0
.91796969,0,1,0,0,,0
.55462331,0,1,0,0,,0
2.3160599,0,1,1,0,,0
.59877134,0,1,1,1,,0
.49835534,0,0,1,1,,0
1.6082635,0,0,1,0,,0
1.2839511,0,1,1,1,,0
.13063173,1,0,0,1,0,0
.69424921,0,0,0,0,90,0
.50874395,1,1,1,0,,0
.78144821,0,0,0,0,15,0
.91634055,1,1,0,1,,0
.75611422,0,0,0,0,,0
.49164223,0,1,1,1,,0
.85814312,0,1,0,0,,0
.53358601,0,1,0,1,0,0
1.3002046,0,1,1,0,,0
.44403192,0,0,0,1,,0
.55319904,0,0,1,0,,0
.68815453,0,1,0,0,,0
.65377321,0,1,1,1,,0
.5218837,0,0,1,1,,0
.89227094,0,0,1,0,,0
.76465973,0,1,1,1,,0
.59328594,0,1,0,1,5,0
.85886034,0,1,1,1,,0
.71598986,0,1,1,0,,0
.63817777,0,1,0,1,,0
.44403192,0,0,0,1,,0
.83878601,0,0,0,1,,0
.70141427,0,1,0,1,,0
.73897363,0,0,1,0,,0
.42183909,1,0,1,1,,0
1.1725342,0,1,1,0,,0
.32556152,1,0,0,0,,0
.63179925,0,1,0,0,,0
.32125566,0,1,1,1,15,0
.51504739,0,1,1,1,,0
1.1677414,0,1,1,0,15,0
.81843348,0,1,1,1,,0
.77894838,0,1,1,1,,0
.68574105,0,1,0,0,,0
.44534655,1,1,0,0,,0
1.1585509,0,1,1,1,5,0
1.2469955,0,1,0,1,0,0
.69667494,0,1,0,1,,0
1.0593422,0,0,1,0,,0
.97465792,0,1,1,1,,0
.88681898,0,1,0,0,5,0
.2276496,0,0,0,1,,0
.80236692,0,1,0,0,,0
.77209403,0,1,1,1,,0
1.0993708,0,1,1,1,,0
.57086094,0,1,1,1,,0
1.5414917,0,1,1,1,,0
1.4577719,0,1,0,0,,0
1.1195346,0,0,1,0,,0
.48433096,0,1,0,0,,0
.48318663,0,1,0,0,,0
.57643388,0,1,1,1,,0
.32325754,0,0,1,1,,0
1.62033,0,1,1,0,,0
.67264364,0,1,1,1,5,0
.58894042,0,1,0,1,,0
1.2824422,1,1,1,1,,0
.78144821,0,0,0,0,15,0
.6956794,0,1,0,1,,0
.58407309,0,0,1,0,,0
.41362896,0,1,0,0,0,0
1.6099582,0,1,1,0,,0
1.432529,0,1,1,1,,1
.8636402,0,1,1,0,5,0
1.2839511,0,1,1,1,,0
.9205371,0,1,1,1,,0
.72297131,0,1,1,1,15,0
.50927975,1,0,1,1,5,0
.72030991,0,1,1,1,0,0
.47818477,0,0,1,0,,0
.39318093,0,0,0,0,15,0
.55952468,1,1,0,1,15,0
.40247106,1,0,0,0,,0
.88770711,0,1,0,0,5,0
.61312451,0,0,0,0,5,0
.79866815,0,0,1,1,,0
.85886034,0,1,1,1,,0
2.0457974,0,1,1,0,,0
1.0553834,0,1,1,0,,0
.91629996,0,1,0,1,,0
.23050367,0,0,1,1,,0
.90298123,0,0,1,1,,0
.87020605,0,1,1,1,0,0
.90208015,0,1,1,0,,0
.95907723,0,1,1,0,,0
1.1703796,0,1,0,0,,0
.3458397,0,0,1,1,,0
.66526383,0,1,0,1,,0
.38906808,0,1,1,0,,0
.46428969,0,0,1,1,,0
.51504739,0,1,1,1,,0
.74101801,0,1,1,1,,0
1.1927334,0,1,1,1,,0
.51504739,0,1,1,1,,0
.69704106,0,1,1,1,,0
.32772934,0,1,0,0,,0
.52840112,0,1,0,0,,0
.87020605,0,1,1,1,,0
.47818477,0,0,1,1,,0
.73294489,0,1,1,1,,0
.32849355,0,0,0,0,,0
.58756417,0,0,0,1,,0
.63031995,0,0,0,1,,0
.73649885,0,1,0,1,,0
.56101661,1,0,1,1,,0
.70534711,0,1,0,1,,0
.78303233,0,1,1,1,,0
1.2281844,0,1,1,0,,0
.21859981,0,0,0,1,,0
.37755038,0,0,1,1,,0
.69117043,0,1,0,1,,0
.17621789,1,1,0,1,,0
.87707155,0,1,1,0,,0
.60356462,0,0,1,1,,0
.57621553,0,1,1,1,,0
2.4158688,0,1,1,0,0,0
.70141427,0,1,0,1,,0
.50322243,0,1,1,1,,0
.49375124,0,1,0,1,,0
.47318688,0,1,0,1,5,0
.65228314,0,1,1,1,,0
.45718148,0,1,1,0,,0
1.3164356,0,1,1,0,0,0
.49835534,0,0,1,1,,0
1.4991554,0,0,1,1,,0
.25496691,1,0,1,1,,0
.78169861,0,1,0,1,,0
.3867786,0,1,0,1,,0
2.2707272,0,1,0,0,,0
.54327722,0,0,1,1,,0
.73897363,0,0,1,1,,0
.35705314,1,0,0,1,,0
.7057091,0,0,1,0,,0
1.4962293,0,1,1,0,,0
.7057091,0,0,1,1,,0
.85814312,0,1,0,1,,0
1.2839511,0,1,1,1,,0
1.4416633,1,1,0,1,90,0
.8660175,0,1,1,1,,0
1.2258528,0,1,1,0,,0
.67125198,1,1,1,0,,0
.55491286,0,1,0,0,,0
.77622856,0,0,1,0,,0
1.0024952,0,1,1,1,,0
.90208015,0,1,1,0,,0
.2612572,0,1,1,1,,0
.74454168,0,1,0,1,,0
.39657851,0,1,1,0,,0
.96291151,1,1,0,0,,0
.87963695,0,1,0,0,0,0
.65661177,0,1,1,1,,0
1.0769831,0,1,1,1,15,0
.4166636,0,0,1,1,45,0
.24754352,0,1,0,1,,0
.90208015,0,1,1,1,,0
.63895015,0,1,1,1,,0
.62848261,0,1,1,1,,0
.79888918,0,1,0,0,90,0
.47818477,0,0,1,1,,0
.75080892,0,0,1,1,,0
.61136807,0,0,1,1,,0
.81771027,0,0,1,1,15,0
.93833448,0,0,0,0,,0
.56870034,0,0,1,1,15,0
.48581095,0,0,1,0,,0
.69458167,0,1,1,1,,0
.47818477,0,0,1,1,,0
.33612155,0,0,1,1,,0
.83513766,0,1,1,1,,0
.74101801,0,1,1,0,,0
.88770711,0,1,0,1,,0
.4465698,1,1,0,0,,0
.9205371,0,1,1,1,,0
1.4193637,0,1,1,0,0,0
1.0771325,1,0,0,1,,0
.88993304,1,1,0,1,,0
6.4837274,1,0,0,0,,
.76597664,0,0,1,1,,0
.44104612,0,0,1,0,0,0
1.5024308,0,0,1,1,,0
1.046527,0,0,1,0,,0
.56870034,0,1,1,1,90,0
.40115065,0,1,1,1,45,0
.81862406,0,1,0,1,,0
.60501829,0,1,0,1,15,0
.4137745,0,1,1,1,,0
.67125198,1,1,1,1,,0
1.0584169,0,1,1,1,,0
1.3378587,0,1,1,1,,0
.93120004,0,1,0,0,,0
3.2481243,0,1,1,0,,0
.86443218,0,0,1,0,5,0
.84079415,0,1,1,1,,0
.67999772,0,1,1,1,,0
.84998133,0,1,0,1,,0
.8365053,0,1,0,1,,0
.81715581,0,1,0,1,,0
.78684828,0,1,0,0,90,0
.46844276,0,1,0,1,,0
.62540194,0,1,1,1,0,0
.67871547,0,1,0,0,,0
1.5627569,0,0,1,0,0,0
.33400536,0,1,0,1,,0
.73173384,0,1,0,1,,0
.32744341,0,0,1,1,,0
.76691482,0,1,0,0,,0
.49835534,0,0,1,1,,0
.82120334,0,1,1,1,,0
.60622815,0,1,1,1,,0
.34423439,0,0,1,1,,0
.41819108,0,0,1,1,,0
.6155511,0,0,1,0,,0
.74504848,0,1,1,0,,0
.28713103,0,1,0,0,,0
.38505794,0,1,1,1,,0
.69847194,1,1,0,0,,0
.98144486,0,0,1,1,,0
.70569239,0,1,0,1,,0
.70973675,0,1,0,1,,0
1.0388258,0,0,1,0,,0
.48650224,0,1,1,1,45,0
.33177112,0,1,0,1,,0
.50927975,1,0,1,1,,0
1.0667068,0,0,1,0,,0
1.3103537,0,1,1,1,0,0
.73970849,0,0,1,1,0,0
.85992237,0,1,1,1,,0
.51504739,0,1,1,1,,0
.94785523,1,1,1,0,,0
.74702092,0,1,1,1,,0
.32460659,0,1,1,1,,0
.74929742,0,1,1,0,,0
.41090306,1,0,1,1,,0
.56690834,0,1,1,1,,0
1.6218376,1,1,0,1,,0
.79866815,0,1,1,0,,0
.53507344,0,0,1,1,,0
.47818477,0,0,1,1,,0
1.004049,0,1,1,0,,0
.4817225,0,1,0,1,0,0
.97103025,0,1,1,1,,0
.31185551,0,0,1,1,,0
1.1195346,0,0,1,1,,0
.37755038,0,0,1,1,,0
.40467252,0,1,1,1,,0
.59556007,0,1,1,1,,0
.5752171,0,1,0,0,,0
.88156018,0,0,0,0,0,0
.5870192,0,1,1,1,,0
.45544822,0,1,0,1,,0
.32496121,0,0,1,1,,0
.25111428,0,0,1,0,,0
.5495545,0,1,0,0,,0
.40962642,1,1,1,1,,0
.77183409,0,1,0,1,,0
1.0705654,0,1,0,1,,0
.522343,1,1,1,1,,0
.15891708,1,1,0,0,,0
.44099497,1,1,0,1,,0
.74504848,0,1,1,1,,0
.87413704,0,1,0,1,15,0
.74929742,0,1,1,1,,0
1.88705,0,1,0,1,,0
.47818477,0,0,1,1,,0
1.4969692,0,1,1,1,0,0
1.2397526,1,0,1,1,,0
.26023152,0,1,1,0,,0
.47818477,0,1,1,1,,0
.55220845,0,0,1,1,,0
.74937792,0,1,0,1,,0
.59560114,0,0,1,1,,0
.25352476,1,1,1,1,,0
.43594956,1,1,0,0,,0
.56054545,0,0,0,1,,0
.59602635,0,1,1,1,,0
.34932484,0,0,0,1,,1
.59556007,0,1,1,1,45,0
.65167834,1,0,0,0,,0
.81715581,0,1,0,1,,0
.59877134,0,1,1,1,,0
1.0450192,0,1,1,1,,0
.87503037,0,1,1,1,,0
.59695705,0,0,1,1,,0
.62195513,0,1,1,1,5,0
.84079415,0,1,1,1,,0
.7037791,1,1,1,1,45,0
.62060317,0,0,1,0,45,0
.65494264,0,0,1,0,,0
.38187045,0,1,0,1,,0
.70973675,0,1,0,1,,0
.97876395,0,1,1,0,,0
1.2755229,0,1,1,0,,0
.19620799,0,0,1,1,0,0
.9205371,0,1,1,1,,0
1.1041749,0,1,0,0,,0
1.4252004,0,0,0,1,,0
.4929445,0,1,1,1,,0
1.0450192,0,1,1,1,,0
.71434106,0,1,1,1,,0
.83843654,0,0,1,1,,0
1.9811243,0,1,1,0,,0
.66008281,0,1,0,1,,0
.62195513,0,1,1,1,,0
.78686552,0,1,1,1,,0
2.3474997,0,1,1,0,,0
.49582832,1,0,0,1,,0
.82263824,0,0,1,0,45,0
.50927975,1,0,1,1,,0
.61263297,0,1,0,1,15,0
.40115065,0,1,1,0,15,0
.43205686,0,0,0,1,,0
.71942416,0,1,1,1,,0
1.9164921,0,0,1,1,,0
.47724855,0,0,1,1,,0
1.7938737,1,0,1,1,,0
.49835534,0,0,1,0,,0
.8685417,0,1,1,1,,0
.33077006,0,1,0,1,,0
.57656184,0,1,1,1,0,0
.36656575,1,0,0,1,45,0
1.1809837,0,1,1,1,,0
.51798843,0,1,0,1,,0
.8893619,1,0,1,1,5,0
.75091379,0,0,0,0,,0
.82690828,0,0,0,1,,0
.96103258,1,1,1,1,,0
1.1703796,0,1,0,0,,0
.32655371,1,1,0,0,,0
.53712493,0,0,0,0,,0
2.0721008,0,0,0,0,90,0
.50054209,1,1,0,1,45,0
.24353557,0,0,0,0,,0
.60126307,0,1,0,0,,0
.82294647,1,0,0,1,,0
.25352476,1,1,1,1,,0
.84079415,0,0,1,1,,0
1.2995985,0,1,1,0,15,0
.5166607,0,1,1,1,,0
.40494335,0,0,0,0,15,0
.42668437,0,0,1,1,15,0
.65085762,0,1,0,0,,0
.47747678,0,0,1,1,,0
.83699015,0,1,0,1,,0
.62338811,0,1,1,1,,0
.53317171,0,0,0,1,,0
2.0565813,0,1,0,0,,0
.57763312,0,0,1,1,,0
1.8581418,0,1,0,0,,0
.33216649,0,0,1,1,,0
.91204642,1,1,1,0,,0
.84256824,0,1,0,1,15,0
1.0658609,0,1,0,0,,0
.60701419,0,1,0,1,5,0
.39647535,0,1,1,1,,0
.82289898,0,0,1,1,,0
2.3999917,1,0,0,1,,0
.46422247,0,0,0,1,,0
.61458639,0,1,0,1,,0
1.744198,1,1,0,1,,0
.78665577,0,0,1,0,,0
.51469967,1,1,1,0,,0
.51320547,0,1,0,1,,0
1.405568,0,1,1,1,,0
.4582923,0,0,1,1,,0
.626191,1,1,1,0,,0
1.0388258,0,0,1,0,,0
.3382734,0,0,1,0,,0
1.5173771,1,0,1,1,15,0
.48222737,0,0,0,1,,0
.46422247,0,1,0,1,,0
.6956794,0,1,0,0,5,0
.51488064,1,1,1,1,,0
1.5101,1,1,1,1,,0
.37755038,0,0,1,1,,0
.62049456,1,1,1,0,,0
.60800788,1,1,1,0,,0
.43914688,0,0,1,1,45,0
.9214551,0,1,0,1,,0
.69832162,0,0,1,1,,0
.84954727,0,0,0,1,,0
.22839963,0,0,0,1,,0
.51713663,1,1,1,0,,0
.55210271,1,1,0,1,,0
.42496318,1,0,0,1,,0
.59607011,0,0,0,1,,0
.26642564,1,0,1,1,,0
.55035399,1,0,1,0,,0
7.6984867,1,0,0,0,,0
1.6158656,1,0,0,0,,0
15.000001,0,0,0,0,15,0
.5799123,1,0,1,1,90,0
.56243963,0,1,0,0,5,0
.54942792,0,0,1,1,,0
2.1432006,1,0,1,1,,0
.91327498,1,1,1,1,,0
.27245325,1,0,1,0,,0
.96408204,0,0,1,1,0,0
.38111406,0,0,1,1,,0
.73294489,0,1,1,1,,0
.45338273,0,1,0,1,5,0
.51798843,0,0,0,1,0,0
.36909138,0,0,0,1,,0
.5495545,0,0,0,1,,0
.78973361,0,0,1,0,0,0
.79115286,0,0,1,1,,0
.25030342,0,0,1,1,,0
.62915561,1,0,1,0,45,0
.26312615,1,0,1,1,15,0
.53317171,0,0,0,1,5,0
.74467072,0,0,1,1,,0
.27179946,0,0,0,1,5,0
.43229089,0,1,0,1,0,0
1.5936777,1,0,1,0,,
1.0097191,0,0,1,0,,0
.59780446,0,1,0,1,15,0
.57907706,0,0,0,1,,0
.43633716,0,1,0,1,,0
.9339074,1,0,1,1,,0
.79322504,0,1,1,1,,0
1.0124116,1,1,0,1,,0
1.2382874,1,1,0,1,,0
.43033866,0,0,1,1,,0
.3052202,0,0,1,1,,0
1.2252094,0,1,1,1,5,0
2.1707678,0,1,1,1,,0
.74955574,1,0,1,1,,0
.52807074,0,0,0,0,,0
.78351019,0,0,0,0,,0
2.5424707,0,0,0,1,,0
.44345391,0,1,0,0,,0
1.1257509,1,0,1,1,,0
.93020474,0,0,1,0,,0
1.1043,1,1,1,1,,0
.67943393,1,1,0,1,,0
.40038133,0,1,0,1,,0
5.1463557,0,0,0,1,,0
.55895685,0,0,1,1,,0
.72730106,0,0,0,0,,0
.90335281,0,1,1,1,,0
1.0511096,0,1,1,1,,0
1.449455,0,0,1,0,,0
.62797007,1,0,1,1,,0
.77763554,0,0,0,0,45,0
.21859981,0,0,0,1,,0
.64535185,0,0,1,1,,0
2.1400672,0,0,0,1,,0
.86839078,0,0,1,1,5,0
.93784819,0,0,1,1,,0
.21692262,0,0,1,0,,0
.51798843,0,1,0,1,,0
.44438525,0,0,1,1,,0
.43643915,0,0,1,1,,0
.9883287,0,0,0,0,,0
1.9338521,0,1,1,1,,0
.98295187,0,0,1,1,,0
.79374994,1,0,1,0,,0
.67538614,0,0,0,1,,0
.55627613,0,0,1,1,,0
.90463315,0,0,0,0,,0
.84777989,1,0,1,0,0,0
5.104265,1,0,0,1,,0
1.7939127,0,0,0,0,,0
.76209892,1,1,1,1,90,0
.82442979,1,0,1,1,,0
1.3143918,0,0,1,1,,0
.32893621,0,0,1,1,,0
1.6165164,1,1,0,1,,0
.28446614,0,0,1,0,,0
5.5535623,1,0,1,1,0,0
.82413343,0,1,0,1,,0
1.2966798,0,0,1,0,0,0
2.0836855,0,0,0,0,,0
.61424582,0,1,0,1,,0
.52990153,0,0,1,1,,1
.28469849,1,1,0,1,,0
1.9841171,1,0,1,1,,0
.42447031,0,0,1,0,,0
.75378544,1,0,1,1,,0
.46719516,0,0,0,1,,0
.61376397,0,0,1,1,45,0
.70077425,1,0,0,1,,0
.55895685,0,0,1,1,,0
.54260501,1,0,1,1,0,0
.59560114,0,0,1,1,,0
.86197691,0,0,1,1,0,0
.32849355,0,0,0,0,,0
.34397821,0,0,0,0,,0
.38410062,0,0,0,1,5,0
1.738104,1,1,1,1,,0
.13723716,1,0,1,0,,0
1.0495978,1,1,0,1,5,0
.88351084,0,1,1,1,0,0
1.0109483,0,0,0,0,,1
.33736531,0,0,1,1,,0
1.4668355,0,0,0,1,,0
1.0272936,0,0,0,1,,0
1.8153161,0,0,0,0,,0
.7108844,0,1,1,1,,0
.72845641,0,0,1,0,0,0
.58170859,0,0,0,1,,0
2.0604367,0,1,1,1,,0
.24153849,0,0,1,1,,0
.56742706,1,1,1,1,,0
.89788203,0,1,1,1,,0
.44929513,0,0,1,1,,0
.70634121,0,1,0,1,,0
.85519083,0,0,1,0,15,0
.7874033,0,1,1,1,,0
3.593556,1,0,1,0,,0
10.181523,1,1,0,0,0,0
1.0187882,1,1,1,0,,1
.83157063,0,1,1,1,,0
1.5793091,1,0,1,1,,0
1.2968871,0,0,1,0,,0
.78026164,0,0,1,0,,0
.42967157,0,1,0,1,0,0
.78801016,0,1,1,1,,0
.23445313,0,1,1,1,,0
.39289141,0,0,1,1,,0
.67653821,0,0,0,0,,0
.35091998,0,0,1,1,5,0
.81034668,1,1,0,1,45,0
2.9083616,1,0,1,1,,0
.56742706,1,1,1,1,5,0
.30125457,0,0,1,1,,0
.46022128,0,0,1,0,,0
14.093188,1,0,1,1,45,0
.64118509,0,1,1,1,,0
.29630219,0,0,1,1,,0
.89750957,0,0,1,1,,0
.17285691,1,1,0,1,,0
1.9430494,1,0,0,1,,0
.81696222,1,1,1,0,,0
.55222294,1,1,1,1,,0
1.5772804,0,0,1,0,0,0
1.8449356,1,0,0,1,0,0
.44575881,0,0,1,1,,0
.29774416,0,0,1,1,,0
2.9482978,0,0,0,1,,0
.86072286,1,0,1,0,5,0
1.1742847,1,1,0,1,,0
2.9115791,1,1,0,1,,0
1.3460122,0,0,0,0,,0
.32849355,0,0,0,0,,0
.96103258,1,1,1,1,,0
2.3491007,1,1,1,1,,0
.22180372,1,0,1,1,,0
.82713838,1,0,1,1,,0
1.9795129,1,1,1,1,,0
1.2217929,1,1,1,1,15,0
