vvweight_post,person_of_color,college,female,medicare_expand,vote_wait,votereg_problem
.40285611,0,1,1,1,,0
.37718032,0,1,0,1,,0
.56145568,0,1,0,0,,0
.66442959,0,0,1,1,,0
1.2489861,0,1,1,1,,0
.77622856,0,1,1,1,,0
.83843654,0,0,1,1,,0
.36770096,0,1,0,1,,0
.44619759,0,1,0,1,,0
.69758284,0,1,0,1,,0
.31840662,0,1,0,1,,0
.96730246,0,1,1,0,,0
.44751869,1,1,0,1,,0
.60554444,0,1,0,1,,0
.99889521,0,0,0,1,,0
2.616336,1,1,1,1,,0
.74623452,0,1,0,0,,0
.71353575,0,1,1,1,,0
.91414801,0,1,0,0,,0
.61128924,0,1,1,1,,
.72030991,0,0,1,1,5,0
.48581095,0,0,1,0,,0
.50104073,0,1,1,1,,0
.3338677,0,1,0,1,,0
1.5768487,0,1,0,1,,0
1.7131482,0,1,0,0,,0
1.062331,0,1,0,0,,
.94100921,0,1,0,0,,0
1.378449,0,1,1,0,0,0
.70389584,0,0,1,1,,0
.80520934,0,1,0,1,0,0
.73389153,0,1,0,1,,0
.38954126,0,1,0,1,,0
2.1291942,0,1,1,1,,0
.53141739,0,1,1,1,,0
.53620448,1,0,0,1,,0
.08993231,0,1,0,1,0,0
.41362896,0,1,0,1,,0
.69758284,0,1,0,1,,0
.69802657,0,1,1,1,,0
.82120334,0,1,1,1,,0
.46430627,0,1,0,1,45,0
.71830545,0,1,1,1,0,0
.71861732,0,0,0,0,,0
.99411093,0,1,1,1,,0
.73168337,0,1,1,0,,1
.65226129,0,1,0,1,,0
.71353575,0,1,1,1,,0
.27796348,0,1,0,1,5,0
.68583498,1,0,1,0,0,0
.77107174,0,1,1,0,,0
1.0363398,0,1,0,0,,0
.51596644,0,0,0,0,,0
.96509962,0,1,1,1,,0
1.2886993,0,1,1,0,,0
.45727133,0,0,1,1,,0
.24097466,0,0,1,1,,0
.77894838,0,1,1,1,,0
1.0747501,0,1,1,0,,0
.6376858,0,0,1,1,,0
4.0490015,1,0,0,1,,0
.81259384,0,1,1,0,,
.53985226,0,1,0,1,,0
.2330369,0,1,0,1,,0
.57086094,0,1,1,1,,0
.60191551,0,1,1,1,45,0
.90783904,0,1,1,1,,0
.85580634,0,1,1,0,,0
.48747392,0,1,0,0,,0
.93077888,0,1,1,0,,0
1.7650611,0,1,1,1,,0
.33111983,0,1,1,1,,0
.77183409,0,1,0,1,,0
.29704548,1,0,1,0,,0
.36212255,0,1,1,1,5,0
.79866815,0,0,1,1,,0
.6956794,0,1,0,1,5,0
1.5658272,0,1,1,0,,0
.79866815,0,0,1,1,,0
.69668099,0,0,0,1,,0
1.9858992,0,0,1,0,,0
.58829618,0,1,1,0,,0
1.2839511,0,1,1,1,,0
.27735952,0,1,0,1,,0
1.7884027,1,1,1,1,,0
1.3894962,0,1,1,0,,0
.54322954,0,1,0,1,,0
.68574105,0,1,0,1,,0
.33314466,0,1,0,0,,0
.50133545,1,1,0,1,,0
.61128924,0,1,1,0,,0
.73173384,0,1,0,1,,0
.5344204,0,1,1,1,,0
.83631587,1,0,0,1,,0
.55118242,0,1,0,1,,0
.40902414,0,0,1,1,,0
1.4577719,0,1,0,1,,0
.50104073,0,1,1,1,,0
.79623237,0,1,1,1,,
.65226129,0,1,0,0,,0
1.242329,1,1,0,0,90,0
.88976518,0,0,1,1,,0
.20277376,1,1,0,0,,0
.35610259,0,1,0,1,5,1
.49575735,1,1,1,1,,0
1.1067303,0,0,0,1,5,0
.53763235,0,1,1,1,,0
.78686552,0,1,1,1,,0
1.432529,0,1,1,1,,0
.20219208,1,1,0,1,,0
.71941588,0,1,1,0,,0
.97542263,1,1,1,1,,0
1.0625006,0,1,1,1,,0
.50375557,0,0,0,0,,0
.44566873,0,0,0,1,,0
.30369208,0,1,0,1,,0
.63222863,0,0,1,1,,0
.33736531,0,0,1,1,,0
.75593611,0,1,1,0,,0
.43460304,1,0,0,0,,0
.48581095,0,0,1,1,,0
.58894042,0,1,0,0,,0
.44345391,0,0,0,1,,0
.7057091,0,0,1,1,,0
.61035482,0,0,0,1,15,0
.56294821,0,0,0,0,,0
1.6531326,0,1,1,1,,0
.76333545,0,1,1,0,15,0
1.0375257,0,1,1,1,,0
.65733356,0,1,1,0,,0
.51504739,0,1,1,1,,0
.7785698,0,1,1,1,,0
.55118242,0,1,0,1,,0
.53413292,0,1,1,1,,0
.71353575,0,1,1,1,,0
.32958422,0,1,0,1,,0
.34161561,0,1,1,1,,0
.46176595,0,0,0,0,,0
1.1730696,0,1,0,0,,0
.71353575,0,1,1,1,,0
.46176595,0,0,0,1,,0
1.4590342,0,0,1,1,,0
2.98379,1,0,1,0,45,0
.69022121,0,1,1,1,,0
.77894838,0,1,1,1,,0
.83890119,0,1,0,1,,0
.70067952,0,1,1,1,,0
.70313893,0,1,0,0,,0
.28414888,0,0,1,1,15,0
.99590882,0,1,1,0,,0
.56870034,0,0,1,0,,0
.54322954,0,1,0,1,,0
.49835534,0,0,1,1,,0
.6768846,0,0,0,0,,0
.41125444,0,1,1,1,,0
1.3164356,0,1,1,0,15,0
1.7630057,0,0,1,0,,0
.41524035,0,1,0,1,,0
.57391088,0,1,1,1,,0
.48581095,0,1,1,1,0,0
.22040548,1,1,0,0,,0
1.2773148,0,0,1,0,5,0
.5752171,0,1,0,1,,0
.55118242,0,0,0,1,,0
.74504848,0,1,1,0,,0
.90298123,0,0,1,1,,0
1.2429406,0,1,1,1,,0
.65761034,0,1,1,1,5,0
.70387138,0,1,0,0,,0
.39657851,0,0,1,1,5,0
1.0319478,0,1,1,1,,0
.64298747,0,1,0,1,,0
1.6936873,0,1,1,0,,0
1.2353739,0,0,0,0,0,0
.6956794,0,1,0,0,5,0
.90923803,0,1,1,0,,0
.70842141,0,1,1,1,,0
.82120334,0,1,1,1,,0
.26126823,0,0,1,1,,0
.48649451,0,0,1,1,,0
.55627433,0,1,0,0,0,0
1.0705654,0,1,0,1,,0
.95018091,0,1,1,1,,0
.74309966,0,0,1,1,,0
.47818477,0,1,1,1,,0
.50652505,0,0,1,1,,0
1.2862466,1,0,1,1,15,0
.28824699,1,1,1,1,,0
.467867,0,1,0,1,,0
.84998133,0,1,0,1,,0
.89556735,0,0,1,0,15,0
1.1195346,0,0,1,0,,0
.39460549,0,0,1,1,,0
.63021334,0,1,0,1,5,0
1.3509323,0,1,0,1,,1
.61136807,0,1,1,1,,0
.55416917,0,1,0,0,,0
.32151498,0,0,1,1,,0
.62619051,0,1,1,1,,0
.55512208,0,1,0,1,,0
.70389584,0,0,1,1,,0
.37466383,0,0,1,1,,0
.78239125,0,1,0,1,,0
.78169861,0,1,0,1,,0
.57384457,0,1,1,1,,0
.62195513,0,1,1,1,,0
1.2580555,0,1,1,1,,0
.78999937,0,0,1,0,,0
.84110221,0,1,1,1,,0
1.7007084,0,1,0,1,5,0
.55120247,1,1,1,1,,0
1.1592321,0,0,1,1,,0
.27473845,0,1,0,1,,0
.87503037,0,1,1,1,,0
.89898034,0,1,1,1,,0
1.4590342,0,0,1,1,,0
.84998133,0,1,0,1,,0
.50116897,0,1,0,0,0,0
.46653214,0,1,1,1,45,0
.55895685,0,0,1,1,,0
.43896647,0,1,0,1,,0
.21106627,1,1,0,1,,0
.87472753,1,0,0,1,,0
1.0805187,0,0,0,0,,0
4.8686908,1,1,0,1,,0
1.7394021,0,1,1,1,,0
.56079885,0,1,1,0,,0
1.3374454,0,1,1,1,90,0
.77851009,0,1,1,1,0,0
1.2093973,0,1,0,1,,0
.7647312,1,0,1,1,,0
.64298747,0,1,0,1,0,0
.82120334,0,1,1,1,,1
.63842086,0,0,1,1,,0
.37634545,0,1,1,1,,0
.73649885,0,1,0,1,,0
.90298123,0,0,1,1,,0
.66442959,0,0,1,1,,0
.46577228,0,1,1,0,,
.69010014,0,1,1,1,,0
.43312524,0,1,1,1,,0
2.1371036,1,0,1,1,,0
1.1611194,0,1,1,1,,0
.58600541,0,1,1,1,,0
.5166607,0,1,1,1,5,0
.59414682,0,0,0,0,,0
.46198109,1,0,1,0,,0
.43184702,0,1,0,1,,0
.56451553,1,1,0,1,,0
1.1098917,0,1,1,1,,0
.17503133,1,1,1,1,,0
.36426712,0,1,0,0,,0
.78834271,0,1,1,0,0,0
.48623725,0,1,0,1,,0
1.4960087,0,1,1,0,0,0
.72030991,0,1,1,1,15,0
.47318688,0,1,0,1,,0
1.2759555,0,1,0,1,,0
.9348404,0,1,0,1,0,0
.86072286,1,0,1,1,,0
.51504739,0,1,1,1,,0
.47806531,1,0,0,1,,0
.44985074,0,1,1,1,,0
.62195513,0,1,1,1,15,0
.73934335,0,1,0,1,,0
.48162433,1,1,1,0,,0
.71434106,0,1,1,0,,0
.40115065,0,0,1,1,15,0
1.2317704,1,1,1,1,,0
.461656,0,0,1,0,,0
.9205371,0,1,1,1,,0
.63021334,0,1,0,1,15,0
2.7853053,1,0,1,1,,0
1.1994391,0,1,1,0,,0
2.2868824,0,1,0,1,,0
.49803549,0,0,1,1,,0
.29297704,1,0,0,1,,0
1.8660621,1,1,0,0,,0
1.339361,0,1,1,0,5,0
.04247623,1,0,1,1,,0
.60775208,0,0,0,1,,0
.60524816,0,1,0,1,,0
.57276894,0,0,1,1,,0
.51504739,0,1,1,1,,0
.80772987,0,1,0,1,,0
1.797678,0,1,1,0,0,0
.72030991,0,0,1,1,,0
.62195513,0,1,1,1,,0
.59877134,0,1,1,1,,0
.69022121,0,1,1,1,0,0
.71941588,0,1,1,1,,0
.83349188,0,1,0,0,15,0
.9647577,0,0,0,0,0,0
1.2564662,0,1,1,1,,0
1.7712244,0,0,0,0,0,0
.56870034,0,0,1,0,,0
.95898798,0,1,1,1,,0
5.321306,0,0,0,0,0,0
1.0540986,0,1,1,1,,0
6.9626521,1,0,0,0,,0
.89582535,0,1,0,0,,0
.34856731,0,1,1,1,,0
.45417899,0,0,0,0,,0
.50696611,0,1,1,1,,0
.88010598,0,0,1,1,,0
.6050884,0,1,1,0,,0
1.2011542,1,0,1,1,,0
.41384514,0,1,0,1,45,0
.49835534,0,1,1,0,,0
.5549865,0,0,1,1,,0
5.0920649,1,0,0,1,,0
.65441221,0,1,1,1,,0
1.4234762,0,1,1,0,5,0
.50869995,0,1,0,0,,0
2.1323124,1,1,0,1,,0
.33732117,1,0,0,0,,0
.80360592,0,0,1,0,,0
.88351084,0,1,1,1,,0
.21607375,1,1,1,0,,0
1.2135895,1,0,1,1,,0
.91372771,0,1,0,1,,0
.50800419,0,0,0,1,,0
.229526,1,0,1,1,,0
2.0581149,0,0,0,1,,0
.40851215,0,1,0,1,,0
.35514589,0,1,0,1,,0
.60333581,0,0,1,0,,0
.27718755,1,0,1,1,,0
1.4969692,0,1,1,0,,0
.43106586,1,1,0,1,,0
.46756647,1,1,1,1,,0
.77617439,1,1,1,1,,0
8.5167395,1,0,0,1,45,0
.68677756,0,1,0,1,,0
12.854384,1,0,1,1,,0
3.3414081,1,0,0,1,,0
2.2217451,1,1,1,1,,0
.13821047,1,1,1,1,,0
.68589487,0,0,0,1,,0
.49423086,0,1,0,1,,0
.5549865,0,1,1,1,5,0
.82648341,1,0,0,1,,0
.37762217,1,1,1,1,,0
.59352804,0,0,0,1,,0
2.2134848,1,0,1,1,,0
.41072808,1,0,0,1,,0
.82120334,0,1,1,1,,0
2.2767597,0,0,1,1,,0
.25787635,1,0,1,0,,0
.43205686,0,1,0,1,,0
1.1352084,1,1,0,1,,0
.454882,1,1,1,1,,0
.74173335,0,0,1,1,,0
.62649371,1,1,1,1,,0
.73294489,0,1,1,1,,0
.86002927,0,0,1,1,,0
.93690728,1,1,0,1,,0
1.3065467,0,1,0,1,,0
.65206413,0,0,1,1,,0
.88495268,0,0,1,0,,0
9.6211311,1,0,0,1,,0
1.0685243,0,0,0,0,,0
1.0707049,0,1,0,1,,0
.6956794,0,1,0,1,5,0
.80649382,0,0,1,0,0,0
1.1053664,0,1,1,1,,0
.35996354,0,1,0,1,,0
.9572309,1,0,0,1,,0
.09479461,1,1,1,1,,0
.92755063,1,1,1,1,,0
3.2263888,1,1,1,1,,0
1.2718079,1,0,0,0,,0
1.2660356,1,1,1,1,,0
.47268191,0,1,1,1,,0
.96929542,1,0,0,1,45,0
1.7976888,1,0,0,1,,0
1.813179,1,1,1,1,,0
1.0089788,0,1,1,1,,0
1.2206681,0,0,1,0,,0
1.0993708,0,1,1,1,,0
1.3093043,1,0,1,0,,0
1.1454242,1,1,0,1,,0
.59065576,0,1,1,1,,0
.11968365,1,0,1,0,,0
5.2572232,1,0,1,0,,0
.97907338,0,1,1,1,,0
.73294489,0,1,1,1,,0
2.0775776,1,0,1,1,,0
.73934335,0,1,0,0,,0
1.4261204,1,0,0,1,,0
.66432486,1,1,1,1,,0
.53259013,0,1,1,1,,0
1.8682634,0,1,1,1,,0
.36772252,1,0,0,1,15,0
.95634766,0,1,0,1,,0
1.9323285,1,0,1,1,,0
.95951073,0,0,1,0,15,0
.67653821,0,0,0,0,,0
1.800862,1,0,0,1,,0
5.8474231,1,0,1,0,,0
.57129424,0,0,1,1,,0
1.4823768,0,0,1,0,,0
.49721763,1,0,1,1,,0
.53664765,0,0,1,1,,0
.56158971,1,1,1,0,15,0
1.5830792,0,0,0,0,45,0
.31185551,0,0,1,1,,0
1.0288373,0,1,0,1,,0
.72169544,1,1,1,1,,0
.65441221,0,1,1,1,,0
.44768546,1,0,0,1,0,0
1.6277104,1,1,1,1,,0
.64298747,0,1,0,1,0,0
.46542574,0,0,1,1,,0
1.2418232,0,0,1,1,,0
.58348023,0,0,1,1,,0
.18484236,0,0,0,1,,0
1.0540986,0,1,1,1,,0
.41060811,0,1,0,1,5,0
.72730106,0,0,0,0,,0
3.6465795,1,0,1,1,,0
.5108853,1,1,1,1,,0
.84470332,1,0,0,1,,0
.83820243,0,0,1,0,,0
1.7218692,1,1,0,1,,0
1.0988854,0,1,1,0,,0
1.1395944,1,0,1,0,,0
.42254948,0,0,0,1,,0
1.2262965,0,1,0,1,,0
.44997813,0,0,1,1,0,0
1.0142321,0,0,0,1,,0
.60081489,0,0,0,1,,0
.67866818,0,0,0,0,,0
.29065115,1,0,1,1,45,0
.68320275,0,1,1,1,,0
.78416679,0,0,1,1,,0
1.0540986,0,1,1,1,,0
.84256824,0,1,0,1,15,0
.56927686,0,1,1,1,0,0
1.6677442,0,1,0,0,,0
.41147364,0,1,0,1,,0
.51256529,0,0,1,1,,0
.51317202,0,0,0,1,,0
.00033695,1,1,0,1,,0
.62765003,0,1,1,1,,0
.8522709,0,1,0,1,0,0
.5675006,1,0,1,1,90,0
.42950936,0,0,0,1,,0
.40789972,0,0,0,1,,0
.88887133,0,1,1,1,,0
.66869109,0,1,1,1,,0
.35911122,1,0,1,1,,0
.46198109,1,0,1,1,,0
2.1387282,1,1,1,1,,0
.48048868,1,1,0,1,,0
1.7420213,1,0,0,1,15,0
1.1691761,1,1,0,1,,0
15.000001,1,0,0,0,,1
.9572309,1,0,0,1,,0
1.565087,1,0,1,1,,0
.89214804,0,0,0,1,,0
1.507065,0,0,0,0,,0
.80278825,0,0,0,1,,0
1.736512,0,0,0,0,,0
1.9734553,1,0,0,1,,0
.69211748,1,0,0,1,,0
.76699214,0,0,1,1,,0
.9630889,1,1,0,1,,0
.51975358,0,1,0,0,,0
.48061122,0,1,0,1,15,0
.56699974,0,1,0,0,,0
.44619759,0,1,0,1,,0
.49375124,0,1,0,1,,0
.59489832,0,1,0,1,,0
.48581095,0,0,1,1,,0
.69248658,0,1,0,1,,0
.95471933,1,1,1,1,,0
.81843348,0,1,1,1,,0
3.455101,0,1,1,1,,0
.47485097,0,1,0,1,,0
.49803656,0,1,1,1,,0
.92384212,0,1,1,1,5,0
.68786492,0,1,0,1,,0
.6672615,0,1,0,1,,0
.4040855,0,1,1,0,,0
.9287704,0,1,1,1,,0
.41125444,0,0,1,1,,0
.47485097,0,1,0,1,,0
.71156386,0,1,0,0,,0
.92135139,0,1,1,0,,0
.78834271,0,0,1,1,,0
.43205686,0,1,0,1,,0
.39332322,0,1,1,0,,0
.71353575,0,1,1,0,,0
1.1185353,0,1,1,0,,0
.36212255,0,1,1,1,15,0
.57621553,0,1,1,1,,0
.3887673,0,1,0,1,,0
.74504848,0,1,1,0,,0
.5395677,0,1,0,0,,0
.220587,0,1,0,1,,0
.79101871,0,1,0,1,15,0
.82171237,0,1,0,1,,0
.52085275,0,1,0,1,,0
.66993384,0,0,1,1,,0
.41362896,0,1,0,0,,0
.74929742,0,1,1,1,,0
.73897363,0,0,1,1,,0
1.0933261,0,1,0,0,,0
1.1592321,0,0,1,1,,0
.65053718,0,1,1,1,,0
.83182422,0,1,0,1,,0
.38049906,0,0,0,1,,0
.76465973,0,1,1,1,,0
.48061122,0,1,0,1,,0
.47818477,0,1,1,1,,0
.64217703,0,1,1,1,5,0
.33390144,0,1,1,1,15,0
.55062583,0,1,0,0,,0
.73897363,0,0,1,1,,0
.33390144,0,0,1,1,,0
.63979109,0,1,0,1,90,0
.65761034,0,1,1,1,0,0
1.4254825,1,1,0,1,,0
.41241319,0,0,0,1,,0
.70313893,0,1,0,0,,0
.88184313,0,1,0,1,,0
.50465422,0,1,1,1,,0
.69488258,0,1,1,0,,0
.45338273,0,0,0,0,,0
.87503037,0,1,1,1,,0
.63024647,0,0,1,1,,0
.60098615,0,1,0,1,5,0
1.1809837,0,1,1,1,,0
.51491184,0,1,0,1,,0
.63031995,0,0,0,0,,0
.74504848,0,1,1,1,,0
.47318688,0,1,0,1,,0
.54916802,0,1,0,0,,0
.83890119,0,1,0,1,,0
.92873121,0,1,1,1,,0
.61943084,0,1,1,1,,0
.7849593,0,0,0,1,,0
.33123492,0,0,1,1,15,0
.97713408,0,1,1,0,,0
.57086094,0,1,1,0,,0
1.4430063,0,0,1,0,,
.65331846,0,1,1,1,,0
.49360444,0,1,0,1,,0
.80618346,0,0,1,1,,0
.65377321,0,1,1,0,,0
1.0001123,0,0,0,0,0,0
.41023171,0,1,0,1,,0
.44985074,0,1,1,1,15,0
.65323063,1,0,0,0,15,0
.48061122,0,1,0,1,45,0
.13856575,0,0,0,1,,0
.71861732,0,0,0,1,,0
1.5697594,0,1,1,0,,0
1.2382218,0,0,1,1,,0
.82939127,0,1,0,1,,0
.62804909,0,1,0,1,,0
1.4943602,0,1,0,0,,0
.95647935,0,1,1,1,,0
1.060213,0,0,1,0,0,0
1.5952074,0,1,1,1,,0
1.1248868,0,1,0,0,15,0
1.1184712,0,1,1,1,,0
.70141427,0,1,0,1,,0
.78686552,0,1,1,1,,0
.61668794,0,1,1,0,,0
4.6260324,0,1,0,1,,0
.68876961,0,1,0,0,,0
.68286766,0,1,1,1,,0
1.0543612,0,1,0,1,,0
.45338273,0,0,0,1,,0
.56338501,0,1,0,1,,0
.83668155,0,1,1,0,,0
.64298747,0,1,0,1,,0
.53850387,0,1,0,1,15,0
.28414888,0,0,1,1,,0
.93856419,0,1,0,1,15,0
.55389803,0,1,0,1,,0
.73355081,0,0,1,0,,0
.27796348,0,1,0,1,,0
.72297131,0,1,1,1,,0
.50366241,0,0,0,1,0,0
.41370148,0,1,0,1,,0
.93917342,0,1,1,1,,0
1.3194166,0,0,0,0,,0
.30627806,0,1,1,1,,0
.73649885,0,1,0,1,,0
.83115365,0,0,0,0,,0
.63674362,0,0,1,1,,0
.63957767,0,1,0,1,,0
.77894838,0,1,1,0,,0
.38111406,0,0,1,1,,0
.6956794,0,1,0,1,5,0
.67019107,0,1,0,1,,0
.5431418,0,0,1,0,,0
.69704106,0,1,1,1,,0
.74309966,0,0,1,1,,0
.48581095,0,1,1,1,,0
.48581095,0,0,1,1,,0
1.0071723,0,0,1,0,,0
.45338273,0,1,0,1,,0
1.7330683,0,1,1,1,0,0
.48581095,0,1,1,1,,0
.22250259,1,1,1,1,,0
.77622856,0,0,1,1,,0
.53850387,0,1,0,1,,0
.66863952,0,1,1,0,,0
.7161768,0,0,0,1,,0
1.3853711,0,1,1,1,,0
.43205686,0,1,0,1,0,0
.83845854,0,1,0,0,,0
1.5627569,0,0,1,0,,0
.25090789,1,1,0,1,,0
.84256824,0,1,0,1,,0
.15433769,1,1,1,0,,0
.67644339,1,1,0,1,,0
1.3103537,0,1,1,0,,0
.96753388,0,1,0,0,,0
.69821053,1,1,1,1,,0
.19216818,1,0,1,0,,0
.95050956,1,0,0,1,,0
1.2767236,0,0,1,0,,0
.48623725,0,1,0,1,,0
.90298123,0,1,1,1,,0
.88017667,1,0,0,1,,0
.17458539,0,1,0,1,,0
.34838687,0,1,0,0,,0
.40060568,0,1,1,1,90,0
1.5089924,0,1,0,0,,0
1.871564,0,1,1,0,,0
.65004813,0,1,1,1,,0
.45664051,1,0,0,1,,0
.61943084,0,0,1,1,,0
.71845417,0,0,1,1,,
.7057091,0,0,1,0,5,0
1.0382221,0,0,0,1,,0
.4290161,0,1,1,1,0,0
.64444938,0,1,1,1,,0
.29991682,0,1,1,1,,0
.63021334,0,1,0,1,,0
.49052641,0,0,1,1,,0
.74504848,0,1,1,0,,0
.2330369,0,1,0,1,,0
1.2003279,0,1,1,1,,0
.5368687,1,1,1,1,,0
.52990153,0,0,1,0,,0
.2098423,0,0,1,1,,0
.74644107,0,1,1,1,,0
.37977363,0,0,1,1,,0
.48623725,0,1,0,1,,0
.23409428,0,0,1,1,,0
1.7542683,0,1,1,0,,0
1.6713467,0,1,0,0,0,0
.83221536,0,1,1,1,45,0
3.2993019,1,0,0,1,,0
.73713306,0,0,0,1,,0
.8952341,0,1,0,0,,0
.60754004,0,1,1,1,,0
.65984937,0,1,1,1,,0
3.8023862,1,0,1,1,,0
.73649885,0,1,0,1,,0
.73057351,0,1,0,0,,0
1.1073102,0,1,0,1,0,0
.35285087,0,1,0,1,5,0
.27179946,0,0,0,1,,0
.59417948,0,1,1,0,,0
.44403192,0,0,0,1,,0
.74702092,0,1,1,1,,0
.0001,1,1,1,1,,0
.90208015,0,1,1,1,,0
1.2379965,1,1,1,1,,0
1.7131482,0,1,0,0,,0
.74277542,0,1,0,1,,0
1.2295318,1,1,1,1,,0
.31973747,0,1,1,1,,0
.60501829,0,1,0,1,5,0
1.8154218,1,1,1,1,,0
.33390144,0,0,1,1,,0
.84042429,0,1,1,1,,0
.48623725,0,1,0,1,,0
.43983281,0,0,0,1,,0
.50888694,1,1,1,1,,0
.29987883,0,1,1,1,,0
.23340379,0,1,0,1,,0
.39224133,1,0,1,1,,0
.20990273,1,1,1,1,,0
.45893188,0,0,0,1,,0
.72329675,0,0,1,1,,0
.36015747,0,1,0,1,,0
.59931813,0,0,1,1,,0
1.4334295,0,1,0,0,,0
.55627613,0,0,1,0,,0
.89227094,0,0,1,1,,0
.50869995,0,0,0,0,,0
.91629996,0,1,0,1,,0
2.4418347,1,1,1,1,,0
.39220519,0,1,1,1,,0
.69458141,0,1,0,1,,0
1.2229917,0,1,1,1,,0
.44403192,0,1,0,1,,0
.74173335,0,0,1,1,,0
.761798,0,1,1,1,,0
.68353312,1,0,0,0,15,0
1.0382221,0,0,0,0,,0
.6650994,0,0,1,0,,0
.57144586,0,1,1,1,45,0
.37345103,0,0,0,1,,0
1.5164443,0,1,0,1,,0
1.033334,1,0,1,1,5,0
.45064053,0,1,1,1,,0
.83755751,0,1,0,0,,0
.39762971,1,1,1,0,,0
.62476088,1,1,1,0,,0
1.0210493,0,0,1,1,,0
1.3086396,0,0,1,0,,0
1.5173771,1,1,1,1,,0
1.7777033,1,1,0,0,,0
1.7193223,0,0,0,0,0,0
.90869961,0,1,0,0,,0
.87648993,0,1,1,1,,0
1.300663,1,0,1,1,,0
1.0924687,1,0,1,0,,0
.81843348,0,1,1,1,,1
1.2491446,0,0,1,1,5,0
1.5768487,0,1,0,1,,0
2.8786962,1,0,0,1,,0
.83668155,0,1,1,0,,0
.20372624,1,1,1,1,5,0
.57818448,0,1,1,1,,0
1.5718133,0,0,0,0,,0
.5495545,0,1,0,0,,0
2.1732073,0,0,0,0,,0
1.5164633,0,0,0,0,,0
.71941588,0,1,1,0,15,0
1.2418232,0,1,1,1,,0
.82083258,1,0,1,0,,0
.55270867,1,1,0,1,,0
1.6325267,0,1,0,1,,0
.50583868,0,1,1,1,,0
.80138648,1,1,0,1,,0
.78738376,1,0,1,1,,0
1.8794128,0,1,1,0,,0
.71941588,0,1,1,1,,0
1.0511096,0,1,1,1,,0
1.1809837,0,1,1,1,,0
.63979904,0,0,1,1,15,0
.00033695,1,1,0,1,,0
.77476251,0,1,1,1,15,0
.93077888,0,1,1,1,,0
1.0768987,1,0,0,1,,0
1.1098917,0,1,1,1,,0
1.0055116,0,1,1,0,,0
1.3051308,1,1,1,1,,0
.61306442,0,0,1,0,,0
.46590821,0,0,1,1,,0
.31734531,1,1,1,1,,0
.62333391,0,0,1,0,,0
.40515277,0,0,0,0,,0
2.3508557,0,1,0,1,,0
.44345391,0,0,0,1,,0
.83699015,0,1,0,1,,0
.90395754,0,0,1,1,,0
.94649839,0,0,1,0,,0
.3052202,0,0,1,1,,0
1.3086396,0,0,1,0,,0
.98369398,1,0,1,1,,0
1.1211067,0,1,1,1,,0
1.7007084,0,0,0,1,,0
.55717208,0,0,1,0,,1
3.6384838,1,0,0,1,,0
1.1660328,0,1,1,1,,0
.35705314,1,1,0,1,,0
.52514601,1,0,0,1,,0
.69022121,0,1,1,0,,0
.48845087,1,0,0,1,,0
1.6924439,1,1,0,1,,0
.55895685,0,0,1,1,,0
.69832162,0,0,1,1,,0
1.0629578,0,1,1,0,,0
1.5893822,1,1,1,1,,0
1.0969402,1,0,1,1,,0
1.1683741,1,1,1,1,,0
.98329009,1,1,0,1,,0
1.2882709,1,0,1,1,,0
.34856731,0,1,1,1,,0
1.0782245,0,0,0,1,,0
.73517307,0,1,1,1,,0
1.0958184,0,0,1,0,,0
.42925136,0,0,1,0,,0
.60548298,0,0,0,1,,0
.86072286,1,1,1,0,0,0
.78500339,0,1,1,1,,0
1.2550212,0,0,0,0,,0
.82746039,1,1,0,1,,0
2.5963825,0,0,0,1,,0
.73606372,1,1,1,1,5,0
2.3508557,0,1,0,1,,0
.47055527,0,1,0,1,,0
1.0222247,0,1,0,1,,0
.72329675,0,0,1,0,,0
1.6580383,0,0,1,1,,0
.27610246,0,0,1,0,,0
1.0575436,0,0,0,1,,0
1.8809385,1,0,0,1,,0
3.4253835,1,0,1,0,,0
1.1516898,0,0,1,0,,0
.64118509,0,1,1,1,,0
10.216178,1,0,0,1,,0
.67538614,0,0,0,1,,0
3.1086971,0,0,1,1,,0
.39568707,0,0,1,1,,0
2.3322549,0,0,1,0,,0
1.5919849,0,0,0,0,5,0
1.4668355,0,0,0,1,,0
.65067347,0,0,1,0,,0
2.5634382,1,0,0,1,,0
1.0571641,0,0,0,1,,0
.49105181,0,1,1,1,,0
6.4451463,1,1,1,1,,0
1.1522704,1,0,1,0,,0
.74064287,0,0,0,1,,0
1.2418232,0,0,1,0,,0
.67538614,0,0,0,1,,0
3.3501394,1,1,1,1,,0
1.4855054,1,0,1,1,,0
.65067347,0,0,1,1,,0
.61401701,0,0,1,0,,0
2.924839,1,0,1,1,,
.58515765,0,0,0,0,,0
2.3618717,1,1,0,1,,0
.5754594,0,0,0,1,,0
3.5848297,0,0,0,1,,0
1.44181,1,0,1,1,,0
4.2041802,1,0,0,1,,0
.96487948,0,1,1,1,5,0
.56451553,1,1,0,1,,0
1.4762305,1,0,0,1,,0
.56158971,1,1,1,1,5,0
1.2334942,0,0,0,1,,0
2.2902456,1,1,0,1,,0
2.0558954,1,0,1,1,5,0
2.5608434,1,0,0,1,,0
.23356271,0,0,0,1,,0
1.4736323,0,0,0,1,,0
.04711243,1,0,1,1,,0
3.1224756,1,0,0,1,,0
1.4856401,1,1,0,1,45,0
2.2513924,0,1,0,0,0,0
